uri,last_modified
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/fb/6d/4f/20fb6d4f-d468-489d-911b-55d389310cc0/m/3vG5A09N/f/WkaIerhR,2021-02-02 15:54:51+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/a1/d0/23/20a1d023-8dc9-4dcf-a20a-684ebcb25cd4/m/QvC1ibBj/f/0jOJoBBT,2021-02-02 01:35:44+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/fe/94/91/20fe9491-0bfd-4cb0-9e64-2ad88ee67cd4/m/1iPg2u6z/f/ijWSa8EU,2021-02-02 01:38:53+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/32/80/64/20328064-931e-474d-a849-e89be0b73a1c/m/wGKFRUcI/f/AtCwUEbS,2023-10-09 20:25:23+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/26/14/a8/202614a8-9678-4d1f-91c5-db3476ea35ff/m/CYIAo3wR/f/l0OnDcPf,2023-05-09 22:24:30+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/7a/f1/9e/207af19e-6b4c-4395-b431-253982b70298/m/aAvQlTJD/f/RCjgNN6g,2023-05-05 21:37:38+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/c4/f8/30/20c4f830-650a-46bc-9a1d-806b84cf5627/m/zevkMKe_/f/zxx75BrD,2023-10-09 19:14:39+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/e0/71/22/20e07122-4fea-4cd8-8292-0fabbd85d7f0/m/CFAIwOsJ/f/VZ3_t2mw,2022-12-14 19:07:05+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/83/04/b5/208304b5-e5d3-4752-81e7-31e94cbfba58/m/X90qTUwS/f/k4NM3DnP,2023-10-09 19:51:24+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/32/fa/29/2032fa29-8b25-4e4c-ad7a-0f9887810ddc/m/BI75N0Cz/f/deozII_g,2023-10-09 19:44:55+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/e0/34/a6/20e034a6-abca-46bb-acb6-4538618377bd/m/-JxUzisP/f/JHVw3EQR,2024-08-29 15:05:41+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/86/b3/29/2086b329-dd5b-474f-b980-1a79a0b13a21/m/QnVRuaut/f/Rjn5vqNA,2023-05-05 21:40:56+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/c1/1e/c4/20c11ec4-0bb5-4e84-8451-4282fb66f08a/m/sfPYteQG/f/S8hAB-ja,2025-06-17 15:32:43+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/60/de/9e/2060de9e-1410-4368-96ae-2a0a64813abb/m/3TrQbDVz/f/g34YDRAM,2025-06-21 03:42:19+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/a9/2c/9b/20a92c9b-4842-4127-ad0c-dab4586029fa/m/1R8qb3sy/f/Lf_7yGEz,2025-06-03 20:18:34+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/5b/cf/9f/205bcf9f-86fa-4843-a1e5-ea4b1cc85da8/m/t9VFh944/f/Hxf7dDsi,2023-10-09 20:28:46+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/71/61/c4/207161c4-2572-4d98-8c37-f41408203cc0/m/qgjGLWLW/f/oPwRrhEW,2023-10-09 20:49:13+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/bd/86/74/20bd8674-4d54-45ab-b3cb-04287b3e4e18/m/SIpoGwCY/f/xb2qK9Sq,2023-10-09 20:47:36+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/71/1e/d3/20711ed3-ac1c-4f40-bf6d-96bb51d623e0/m/_Mro4WFP/f/iNSpq-IC,2024-05-15 22:49:05+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/17/08/ca/201708ca-554c-4ea1-8330-62cd7edf811b/m/_ypRuu2t/f/wUi1_Laz,2024-08-29 13:31:47+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/20/da/37/25/20da3725-e005-4d5c-804d-cb1105422251/m/7Uvw_JFi/f/HfFMDrw8,2025-06-09 19:43:31+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/52/3b/97/ce523b97-c755-447b-a8ef-fcb10f1927f9/m/px6zppaG/f/6xSbMD_A,2021-08-25 03:09:47+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/7f/ba/97/ce7fba97-53ee-4a9d-adf5-f47944ed519b/m/8HTUK5Kd/f/LvVtITj9,2022-12-14 18:57:06+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/a0/50/a4/cea050a4-5ac4-4cd2-bb49-ca2eaaba7f75/m/URLImeGK/f/fF-vW3b4,2021-08-25 02:56:28+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/a0/21/82/cea02182-b166-40dd-9230-886079421067/m/L6USDPLL/f/D73NC_NL,2025-06-21 03:45:11+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/37/bc/ed/ce37bced-eaf5-457f-a4c2-e5879840f26d/m/eDhFXfCT/f/CR3lvIw5,2022-12-14 18:52:50+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/1d/2c/4e/ce1d2c4e-f142-4053-b9c6-b03012c8090c/m/MqXVecTH/f/Pc7AX6Wb,2022-12-14 19:00:53+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/73/e3/2d/ce73e32d-0ecf-41ee-b2f0-cbd9b6045638/m/I_6e33Au/f/sk2jZTd7,2021-02-02 01:36:48+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/5f/c7/75/ce5fc775-22fa-4cd9-a9f5-703787638b95/m/29nCeEyB/f/YKOxkNph,2021-02-02 15:55:39+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/c3/c1/1d/cec3c11d-ba3e-4f4f-9ed8-c2aa2f7faf1a/m/TWNWVw6L/f/pfMvuDfE,2021-02-01 22:55:19+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/ad/85/a5/cead85a5-7769-4577-8b1b-c97e4eed44a3/m/1p9T8Upy/f/EaG88LnS,2023-10-09 19:53:24+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/fa/15/54/cefa1554-3710-4f3e-b676-bd517974499e/m/IJvLh6MR/f/cL27rKhU,2023-10-09 19:56:08+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/c0/ff/5a/cec0ff5a-4048-4bbc-8c8b-26666ccfa297/m/RD851Z_P/f/IOPTgPDF,2023-10-09 20:21:25+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/78/4b/30/ce784b30-0087-4b39-ab03-8376240a85b0/m/iB6-mVas/f/s08xl-fd,2023-05-05 21:45:15+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/44/ee/a1/ce44eea1-9a67-4d92-8a16-dc4813648b0e/m/QKB8Mrsw/f/7jJqkhtQ,2023-10-09 19:15:02+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/3a/f3/d4/ce3af3d4-17cf-4dc9-ba17-dfea6170e22f/m/ioU_IaJM/f/wFGXO_Cm,2023-10-09 19:51:08+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/f6/3c/ab/cef63cab-00a9-4e16-857f-913c9ac9af04/m/kLWVNoNj/f/Hsd2A2g2,2023-10-09 20:50:06+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/28/79/1b/ce28791b-b39c-4a58-b4fa-ce8883830191/m/lhLzR3cs/f/9LEwRDDg,2023-10-09 19:48:16+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/03/fb/fc/ce03fbfc-54e2-4c5b-a25b-d8b1786063be/m/luER0xVD/f/to5Y9isF,2023-10-09 19:51:26+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/bd/0b/ad/cebd0bad-d21c-4f69-85ca-5af9d57a8555/m/ITRY5fxP/f/NFngoEbv,2025-06-09 18:59:58+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/df/c2/97/cedfc297-f298-4ad5-85fd-7336aac491d3/m/-VQ9gTfj/f/Rbri4qlA,2023-10-09 20:52:30+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/d4/ff/cd/ced4ffcd-012e-4784-8401-f42121fd8311/m/HyDsIiZj/f/_WsDIDYn,2024-05-15 23:14:41+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/e5/5b/fd/cee55bfd-9998-4784-95f7-47bdc6b075a1/m/qcH2pXZu/f/VGd8mgEM,2025-06-21 03:42:34+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/b9/e9/d6/ceb9e9d6-7f2a-4bba-90c3-4d4b2225abbe/m/VPZyHmDA/f/HdpMSE_e,2025-06-18 03:14:15+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/69/9a/92/ce699a92-7164-4455-aa48-b08d2f404fcf/m/pstFQYBT/f/m9kxRAmp,2025-06-09 18:58:16+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/7d/66/9f/ce7d669f-437b-4f61-8711-68d54ea4f65c/m/wXRndBEb/f/3SB8XyCC,2025-06-17 15:17:13+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/ce/51/06/c5/ce5106c5-bbc8-40d7-87e7-07389a24e7f6/m/zYda-1t6/f/o_9WUJYl,2025-06-09 19:11:27+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/35/5d/5c/6d355d5c-324b-407a-9db3-348edf4fa483/m/rhC5b6t4/f/GGa7CzrE,2021-02-01 22:55:22+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/bb/63/f1/6dbb63f1-c5e2-4282-b515-35c052df5ed0/m/vBgzv6mY/f/8BkFRG3V,2024-12-20 22:12:47+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/bb/63/f1/6dbb63f1-c5e2-4282-b515-35c052df5ed0/m/EQnn1I9I/f/LmcCdRN8,2024-12-20 22:12:47+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/bb/63/f1/6dbb63f1-c5e2-4282-b515-35c052df5ed0/m/5es3PL89/f/BnQLYUby,2024-12-20 22:12:47+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/c8/ec/79/6dc8ec79-ede5-4bb4-ac25-37870b2eb7d9/m/jCUuEF61/f/zgu11kUz,2025-06-09 18:22:06+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/c8/ec/79/6dc8ec79-ede5-4bb4-ac25-37870b2eb7d9/m/wQjLOJeK/f/BxU5qYq6,2025-06-09 18:22:06+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/e4/56/5a/6de4565a-a32b-48a2-b4f4-6421137c487c/m/wIjYFQe3/f/QraetsNB,2025-06-17 15:33:14+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/c8/76/50/6dc87650-adcc-4659-b48b-633f0581c988/m/psYceLgk/f/33iMhBL-,2021-08-25 02:52:29+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/32/fe/34/6d32fe34-5c50-4eae-9361-6944687b0690/m/D4PQHWez/f/Pbv2LpDZ,2022-12-14 18:47:20+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/d6/c7/17/6dd6c717-48de-4824-9d41-df8844afb2f4/m/70uyAL4B/f/SbgmU_Ia,2022-12-14 19:09:24+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/dc/e5/05/6ddce505-b1db-4e64-9600-3a191de51d57/m/cEjvcA4C/f/ix3wTVml,2021-08-25 03:09:02+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/31/3f/ef/6d313fef-73b2-49b1-ab34-8f49228938b7/m/par7Ntn6/f/MWJg5b-d,2021-08-25 03:13:26+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/e4/0b/79/6de40b79-a118-48dd-bd1d-02dbec25ba33/m/Dc_poDY8/f/xbh1RFSA,2021-02-02 01:35:48+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/d6/75/1e/6dd6751e-1d08-4863-b2e6-6d1eb2e6b203/m/W_fUJo2U/f/VqL3MnHc,2025-06-03 20:30:21+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/f2/c2/59/6df2c259-525d-4008-bbe9-c60697ffb83e/m/IESVP23o/f/WaTbXLJr,2023-05-05 21:38:58+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/f2/c2/59/6df2c259-525d-4008-bbe9-c60697ffb83e/m/42OHuycW/f/x0moZZlo,2023-05-05 21:38:58+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/82/15/08/6d821508-daa3-421a-a653-882d78a65fdf/m/0AVhIdDd/f/QOf0MK4M,2023-10-09 20:26:16+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/2f/7a/7d/6d2f7a7d-4db8-41c1-9b06-9b5d9e2def8b/m/HVOgDkUe/f/U602nF9b,2023-10-09 19:15:00+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/87/37/f9/6d8737f9-7a2c-4ff9-9db8-edf1f26c545a/m/xI0S5bZu/f/OxFKvVph,2023-10-09 20:51:39+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/92/a5/e0/6d92a5e0-a66f-4bee-9e53-d1f6847a25ba/m/CuWwQ70J/f/liC70nZR,2024-05-15 23:20:53+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/14/3b/b9/6d143bb9-537e-46bb-87fc-e570bc217032/m/xij5SMzb/f/AZsd41pU,2023-10-09 20:57:19+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/5c/e1/f1/6d5ce1f1-54fb-45c8-9ab7-2a23ffd1b042/m/Eh3oKJti/f/PyB41z0_,2023-05-09 22:25:10+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/ef/e8/fc/6defe8fc-35f6-44f4-9869-995f84eacadb/m/7zwyVBmn/f/oZJZSGOO,2023-05-09 22:26:12+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/ac/61/c1/6dac61c1-0066-4469-9a16-62850c55a3f3/m/xYc1MEe0/f/aJKEBjUB,2025-06-23 17:17:25+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/ac/61/c1/6dac61c1-0066-4469-9a16-62850c55a3f3/m/bIfpDFtG/f/K_vn7_BO,2025-06-23 17:17:25+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/9e/b8/c0/6d9eb8c0-e473-4757-8b01-6c7b68fc9587/m/lx-zWsCM/f/-gB9Np26,2024-08-29 15:00:58+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/0c/fe/bd/6d0cfebd-0423-41ac-a06c-65fa4fc60b99/m/B5WbIMxL/f/viNwBV_a,2024-08-29 14:50:35+00:00
https://fcrepo-qa.lib.umd.edu/fcrepo/rest/dc/2021/1/6d/67/01/8c/6d67018c-5801-4271-b0a2-19f06c9a73af/m/Q1LQ3rmB/f/DteGaNDm,2025-06-17 15:36:40+00:00
